"Crash ID","Traffic Unit ID","Involved Person ID","DOT Case Number","Year","Involved Person Identifier","Vehicle ID","Injury Classification","Injury Classification Text Format","Seating Position","Seating Position Text Format","Involved Person Age","Occupant Protection System Use","Occupant Protection System Use Text Format","Airbag Status","Airbag Status Text Format","Ejection Status","Ejection Status Text Format"
"2103456","3954873","5400797","148952","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","16","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2103944","3955810","5402011","149440","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","14","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2103970","3955858","5402068","149466","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2104031","3955977","5402210","149527","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","52","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"2104077","3956068","5402345","149576","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","22","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2104083","3956080","5402368","149582","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","16","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2104428","3956673","5403192","149932","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","39","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2104771","3957272","5404048","150276","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","31","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2104888","3957477","5404349","150393","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","34","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2105031","3957699","5404639","150536","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","14","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2105082","3957797","5404778","150587","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","24","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105284","3958196","5405342","150793","2003","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","45","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105286","3958201","5405347","150795","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","23","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2105452","3958526","5405764","150968","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","9","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2105457","3958535","5405776","150973","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","21","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2105548","3958713","5405999","151064","2003","04","04","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105559","3958738","5406035","151075","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","49","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105675","3958966","5406347","151191","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","13","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105684","3958981","5406365","151200","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","7","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105696","3959003","5406392","151212","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","47","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105699","3959007","5406396","151215","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","27","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2105822","3959230","5406712","151338","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105840","3959266","5406760","151356","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2105877","3959335","5406855","151394","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2105969","3959518","5407120","151491","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2105969","3959519","5407121","151491","2003","03","03","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2105969","3959520","5407122","151491","2003","04","04","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106102","3959758","5407453","151624","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106108","3959769","5407469","151630","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106128","3959806","5407520","151650","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","13","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106131","3959812","5407526","151653","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106170","3959879","5407634","151692","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","5","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106188","3959912","5407686","151710","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2106262","3960053","5407858","151784","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","6","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106302","3960133","5407992","151824","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106353","3960233","5408120","151877","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","46","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106360","3960248","5408140","151885","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106367","3960260","5408156","151892","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106381","3960288","5408195","151906","2003","01","01","N","Not Injured","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106381","3960289","5408196","151906","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","37","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2106393","3960311","5408225","151918","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","58","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106399","3960324","5408243","151924","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","14","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106422","3960369","5408314","151948","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","22","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2106442","3960407","5408376","151968","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","6","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106465","3960448","5408434","151991","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","14","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2106480","3960478","5408479","152006","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","27","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2106560","3960626","5408679","152088","2003","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","15","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2106674","3960832","5408976","152209","2003","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","50","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106793","3961050","5409262","152335","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","20","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2106926","3961293","5409599","152473","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","6","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2106985","3961422","5409778","152534","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","29","7","Helmet/No High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"2106994","3961439","5409804","152543","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2107055","3961554","5409948","152606","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","8","No Helmet/High Visibility Clothing","3","Not Applicable","3","Partially Ejected"
"2107071","3961584","5409990","152622","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","12","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2107382","3962139","5410736","152942","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","9","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2107387","3962148","5410745","152947","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","48","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2107503","3962385","5411107","153067","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","16","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2107518","3962417","5411155","153084","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","13","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2107543","3962474","5411237","153109","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","52","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2107559","3962509","5411290","153125","2003","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","14","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2107578","3962551","5411345","153146","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","33","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2107605","3962614","5411444","153175","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","32","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2107691","3962770","5411650","153268","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2107784","3962943","5411894","153365","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2107831","3963029","5412028","153414","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","16","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2107878","3963105","5412129","153462","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2107882","3963114","5412141","153467","2003","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","14","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2108022","3963381","5412482","153614","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","45","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2108031","3963395","5412498","153623","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2108642","3964596","5414199","154261","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2108957","3965197","5415029","154592","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","8","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2109011","3965314","5415183","154646","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","14","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2109012","3965316","5415185","154647","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","11","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2109048","3965382","5415274","154684","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2109055","3965397","5415304","154691","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","51","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2109140","3965567","5415548","154776","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2109144","3965575","5415557","154780","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","40","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2109296","3965856","5415944","154940","2003","01","01","N","Not Injured","1","Front Seat Left/Motorcycle Driver","14","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2109353","3965965","5416082","155005","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2109462","3966183","5416388","155131","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","18","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110142","3967424","5418056","155815","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","27","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2110672","3968494","5419592","156359","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","28","1","None Used-Vehicle Occupant","3","Not Applicable","2","Totally Ejected"
"2110679","3968507","5419612","156366","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","18","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110681","3968512","5419617","156368","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","45","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"2110699","3968543","5419672","156386","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110720","3968585","5419728","156408","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","12","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110764","3968672","5419848","156453","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","36","7","Helmet/No High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"2110776","3968699","5419887","156465","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110776","3968699","5419888","156465","2003","02","02","N","Not Injured","4","Second Seat Left/Motorcycle Passenger","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110783","3968713","5419910","156472","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","32","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2110840","3968834","5420096","156529","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","6","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111148","3969439","5420897","156870","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","17","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111169","3969482","5420961","156891","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","59","7","Helmet/No High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"2111175","3969497","5420987","156897","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2111181","3969515","5421011","156903","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","22","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111246","3969638","5421194","156968","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2111246","3969638","5421195","156968","2003","02","02","N","Not Injured","4","Second Seat Left/Motorcycle Passenger","13","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2111250","3969645","5421204","156972","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","23","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111253","3969651","5421214","156976","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","6","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111254","3969653","5421219","156977","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2111259","3969664","5421231","156982","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111312","3969765","5421379","157038","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","22","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111403","3969935","5421608","157132","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","48","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2111837","3970732","5422778","157592","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","9","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2111954","3970942","5423080","157717","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","36","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2112022","3971065","5423283","157793","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","10","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2112115","3971235","5423500","157889","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2112139","3971277","5423557","157915","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","32","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2112194","3971367","5423689","157970","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","16","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2112360","3971690","5424146","158136","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","56","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2112385","3971739","5424217","158161","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","16","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2112429","3971819","5424325","158205","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2112448","3971856","5424367","158224","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2112622","3972176","5424772","158398","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","27","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2112814","3972514","5425234","158594","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","44","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2112892","3972680","5425449","158677","2003","01","01","N","Not Injured","1","Front Seat Left/Motorcycle Driver","17","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2112892","3972680","5425451","158677","2003","01","01","B","Non Incapacitating Evident Injury","4","Second Seat Left/Motorcycle Passenger","14","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2113623","3973954","5427214","159419","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","47","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2114178","3975028","5428665","160000","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","18","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114182","3975037","5428674","160004","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","30","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114198","3975071","5428719","160020","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114221","3975118","5428778","160044","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114247","3975175","5428852","160070","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","44","6","Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2114421","3975534","5429359","160252","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","25","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114465","3975616","5429474","160296","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","16","8","No Helmet/High Visibility Clothing","3","Not Applicable","2","Totally Ejected"
"2114475","3975636","5429501","160308","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","15","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114482","3975650","5429521","160315","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","13","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114515","3975709","5429600","160348","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","12","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2114520","3975717","5429612","160353","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","23","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2114556","3975782","5429718","160389","2003","01","01","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","22","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2114564","3975798","5429742","160397","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","20","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2115290","3977203","5431685","161151","2003","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","46","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2115608","3977833","5432553","161471","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","10","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2115756","3978130","5432949","161619","2003","02","02","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","22","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2115868","3978339","5433245","161731","2003","02","02","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","15","8","No Helmet/High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2115932","3978450","5433389","161795","2003","01","01","A","Incapacitating Injury (Prevents Return to Normal Activity)","1","Front Seat Left/Motorcycle Driver","23","1","None Used-Vehicle Occupant","3","Not Applicable","1","Not Applicable"
"2115999","3978572","5433570","161862","2003","02","02","N","Not Injured","1","Front Seat Left/Motorcycle Driver","46","7","Helmet/No High Visibility Clothing","3","Not Applicable","1","Not Applicable"
"2116477","3979437","5434763","162345","2003","02","02","B","Non Incapacitating Evident Injury","1","Front Seat Left/Motorcycle Driver","","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
"2116649","3979747","5435192","162531","2003","01","01","C","Possible Injury (Claim of Non-Evident Injury)","1","Front Seat Left/Motorcycle Driver","27","9","Restraint Use Unknown","3","Not Applicable","1","Not Applicable"
